ICD9_CODE,SHORT_TITLE,Count
"""V0981""","""Inf mcrg rstn oth drg ml""",14
"""1124""","""Candidiasis of lung""",14
"""51902""","""Tracheostomy - mech comp""",14
"""9341""","""Foreign body bronchus""",14
"""99672""","""Comp-oth cardiac device""",14
"""53560""","""Duodenitis w/o hmrhg""",14
"""7802""","""Syncope and collapse""",14
"""57410""","""Cholelith w cholecys NEC""",14
"""7245""","""Backache NOS""",14
"""4233""","""Cardiac tamponade""",14
"""V851""","""BMI between 19-24,adult""",14
"""7318""","""Bone involv in oth dis""",14
"""53190""","""Stomach ulcer NOS""",14
"""V1041""","""Hx-cervical malignancy""",14
"""5693""","""Rectal & anal hemorrhage""",14
"""2883""","""Eosinophilia""",14
"""7210""","""Cervical spondylosis""",14
"""56881""","""Hemoperitoneum""",14
"""6191""","""Digest-genit fistul, fem""",14
"""71536""","""Loc osteoarth NOS-l/leg""",14
"""78060""","""Fever NOS""",14
"""30301""","""Ac alcohol intox-contin""",14
"""41041""","""AMI inferior wall, init""",14
"""7580""","""Down's syndrome""",14
"""6929""","""Dermatitis NOS""",14
"""30400""","""Opioid dependence-unspec""",14
"""9961""","""Malfunc vasc device/graf""",13
"""0088""","""Viral enteritis NOS""",13
"""56889""","""Peritoneal disorder NEC""",13
"""5730""","""Chr passiv congest liver""",13
"""2384""","""Polycythemia vera""",13
"""V1009""","""Hx of GI malignancy NEC""",13
"""40310""","""Ben hy kid w cr kid I-IV""",13
"""V5869""","""Long-term use meds NEC""",13
"""53010""","""Esophagitis, unspecified""",13
"""04082""","""Toxic shock syndrome""",13
"""V173""","""Fam hx-ischem heart dis""",13
"""34290""","""Unsp hemiplga unspf side""",13
"""5738""","""Liver disorders NEC""",13
"""28489""","""Aplastic anemias NEC""",13
"""1987""","""Second malig neo adrenal""",13
"""V5866""","""Long-term use of aspirin""",13
"""2858""","""Anemia NEC""",12
"""5932""","""Cyst of kidney, acquired""",12
"""5716""","""Biliary cirrhosis""",12
"""4400""","""Aortic atherosclerosis""",12
"""1978""","""Sec mal neo GI NEC""",12
"""4264""","""Rt bundle branch block""",12
"""59381""","""Renal vascular disorder""",12
"""36960""","""Blindness, one eye""",12
"""60886""","""Edema, male genital orgn""",12
"""4571""","""Other lymphedema""",12
"""3558""","""Mononeuritis leg NOS""",12
"""3669""","""Cataract NOS""",12
"""3899""","""Hearing loss NOS""",12
"""78900""","""Abdmnal pain unspcf site""",12
"""5758""","""Dis of gallbladder NEC""",12
"""7098""","""Skin disorders NEC""",12
"""E9444""","""Adv eff diuretics NEC""",12
"""5602""","""Volvulus of intestine""",12
"""72293""","""Disc dis NEC/NOS-lumbar""",12
"""2731""","""Monoclon paraproteinemia""",12
"""78609""","""Respiratory abnorm NEC""",12
"""1578""","""Malig neo pancreas NEC""",12
"""30981""","""Posttraumatic stress dis""",12
"""4561""","""Esoph varices w/o bleed""",12
"""E9479""","""Adv eff medicinal NOS""",12
"""28731""","""Immune thrombocyt purpra""",12
"""5303""","""Esophageal stricture""",12
"""69589""","""Erythematous cond NEC""",12
"""6238""","""Noninflam dis vagina NEC""",12
"""28981""","""Prim hypercoagulable st""",12
"""27401""","""Acute gouty arthropathy""",12
"""3439""","""Cerebral palsy NOS""",12
"""566""","""Anal & rectal abscess""",12
"""04109""","""Other streptococcus""",12
"""E9420""","""Adv eff card rhyth regul""",12
"""V1253""","""Hx sudden cardiac arrest""",11
"""5855""","""Chron kidney dis stage V""",11
"""3559""","""Mononeuritis NOS""",11
"""29530""","""Paranoid schizo-unspec""",11
"""501""","""Asbestosis""",11
"""V4571""","""Acq absnce breast/nipple""",11
"""5566""","""Univrsl ulcertve colitis""",11
"""V113""","""Hx of alcoholism""",11
"""4259""","""Second cardiomyopath NOS""",11
"""7843""","""Aphasia""",11
"""25082""","""DMII oth uncntrld""",11
"""V4281""","""Trnspl status-bne marrow""",11
"""5934""","""Ureteric obstruction NEC""",11
"""79431""","""Abnorm electrocardiogram""",11
"""43882""","""Late ef CV dis dysphagia""",11
"""7810""","""Abn involun movement NEC""",11
"""2920""","""Drug withdrawal""",11
"""4847""","""Pneum in oth sys mycoses""",11
"""99881""","""Emphysema rsult frm proc""",11
"""7906""","""Abn blood chemistry NEC""",11
"""43330""","""Ocl mlt bi art wo infrct""",11
"""E9394""","""Adv eff benzodiaz tranq""",11
"""V4972""","""Status amput othr toe(s)""",11
"""V4283""","""Trnspl status-pancreas""",11
"""7213""","""Lumbosacral spondylosis""",11
"""9349""","""FB respiratory tree NOS""",11
"""24900""","""Sec DM wo cmp nt st uncn""",11
"""56731""","""Psoas muscle abscess""",11
"""E8708""","""Acc cut in med care NEC""",11
"""5373""","""Duodenal obstruction NEC""",10
"""E9309""","""Adv eff antibiotic NOS""",10
"""78659""","""Chest pain NEC""",10
"""2532""","""Panhypopituitarism""",10
"""317""","""Mild intellect disabilty""",10
"""99679""","""Comp-int prost devic NEC""",10
"""36900""","""Both eyes blind-who def""",10
"""25013""","""DMI ketoacd uncontrold""",10
"""99739""","""Respiratory comp NEC""",10
"""E8799""","""Abn react-procedure NOS""",10
"""2830""","""Autoimmun hemolytic anem""",10
"""E8790""","""Abn react-cardiac cath""",10
"""V1003""","""Hx-esophageal malignancy""",10
"""4590""","""Hemorrhage NOS""",10
"""2410""","""Nontox uninodular goiter""",10
"""49392""","""Asthma NOS w (ac) exac""",10
"""V444""","""Enterostomy status NEC""",10
"""2811""","""B12 defic anemia NEC""",10
"""58089""","""Acute nephritis NEC""",10
"""57510""","""Cholecystitis NOS""",10
"""24290""","""Thyrotox NOS no crisis""",10
"""5531""","""Umbilical hernia""",10
"""3229""","""Meningitis NOS""",10
"""73710""","""Kyphosis NOS""",10
"""55320""","""Ventral hernia NOS""",10
"""27900""","""Hypogammaglobulinem NOS""",10
"""1974""","""Sec malig neo sm bowel""",9
"""7840""","""Headache""",9
"""72992""","""Nontrauma hema soft tiss""",9
"""2853""","""Anemia d/t antineo chemo""",9
"""35782""","""Crit illness neuropathy""",9
"""72402""","""Spin sten,lumbr wo claud""",9
"""78722""","""Dysphagia, oropharyngeal""",9
"""V8541""","""BMI 40.0-44.9, adult""",9
"""4111""","""Intermed coronary synd""",9
"""28804""","""Neutropenia d/t infectn""",9
"""70702""","""Pressure ulcer, upr back""",9
"""V0991""","""Infc mcrg drgrst mult""",9
"""56789""","""Peritonitis NEC""",9
"""53649""","""Gastrostomy comp NEC""",9
"""53390""","""Peptic ulcer NOS""",9
"""9950""","""Other anaphylactic react""",9
"""99779""","""Vascular comp vessel NEC""",9
"""60883""","""Male gen vascul dis NEC""",9
"""82021""","""Intertrochanteric fx-cl""",9
"""V1007""","""Hx of liver malignancy""",9
"""5989""","""Urethral stricture NOS""",9
"""45386""","""Ac embl internl jug vein""",9
"""51852""","""Ot pul insuf fol trm/srg""",9
"""5839""","""Nephritis NOS""",9
"""55321""","""Incisional hernia""",9
"""1101""","""Dermatophytosis of nail""",9
"""70701""","""Pressure ulcer, elbow""",9
"""1972""","""Second malig neo pleura""",9
"""3332""","""Myoclonus""",9
"""56949""","""Rectal & anal dis NEC""",9
"""0539""","""Herpes zoster NOS""",9
"""71946""","""Joint pain-l/leg""",9
"""30503""","""Alcohol abuse-in remiss""",9
"""30470""","""Opioid/other dep-unspec""",9
"""73027""","""Osteomyelitis NOS-ankle""",9
"""42840""","""Syst/diast hrt fail NOS""",9
"""3361""","""Vascular myelopathies""",9
"""7464""","""Cong aorta valv insuffic""",9
"""78194""","""Facial weakness""",9
"""43883""","""Facial weakness""",9
"""57511""","""Chronic cholecystitis""",9
"""29532""","""Paranoid schizo-chronic""",9
"""70710""","""Ulcer of lower limb NOS""",9
"""E8844""","""Fall from bed""",9
"""99665""","""React-oth genitourin dev""",9
"""7892""","""Splenomegaly""",9
"""5307""","""Mallory-weiss syndrome""",9
"""48239""","""Pneumonia oth strep""",9
"""99889""","""Oth spcf cmplc procd NEC""",9
"""27503""","""Hemochromatosis NEC""",9
"""7243""","""Sciatica""",9
"""5790""","""Celiac disease""",9
"""41511""","""Iatrogen pulm emb/infarc""",9
"""2111""","""Benign neoplasm stomach""",9
"""1561""","""Mal neo extrahepat ducts""",9
"""44421""","""Upper extremity embolism""",8
"""4558""","""Hemrrhoid NOS w comp NEC""",8
"""27952""","""Chronc graft-vs-host dis""",8
"""V1000""","""Hx of GI malignancy NOS""",8
"""99769""","""Amputat stump compl NEC""",8
"""2949""","""Mental disor NOS oth dis""",8
"""29690""","""Episodic mood disord NOS""",8
"""V642""","""No proc/patient decision""",8
"""41402""","""Crn ath atlg vn bps grft""",8
"""58889""","""Impair ren funct dis NEC""",8
"""V1043""","""Hx of ovarian malignancy""",8
"""59389""","""Renal & ureteral dis NEC""",8
"""4550""","""Int hemorrhoid w/o compl""",8
"""V163""","""Family hx-breast malig""",8
"""29620""","""Depress psychosis-unspec""",8
"""7102""","""Sicca syndrome""",8
"""71906""","""Joint effusion-l/leg""",8
"""45189""","""Thrombophlebitis NEC""",8
"""56989""","""Intestinal disorders NEC""",8
"""56039""","""Impaction intestine NEC""",8
"""05479""","""H simplex complicat NEC""",8
"""1551""","""Mal neo intrahepat ducts""",8
"""0542""","""Herpetic gingivostomat""",8
"""V160""","""Family hx-gi malignancy""",8
"""6824""","""Cellulitis of hand""",8
"""4162""","""Chr pulmonary embolism""",8
"""55221""","""Obstr incisional hernia""",8
"""E9293""","""Late eff accidental fall""",8
"""2910""","""Delirium tremens""",8
"""31401""","""Attn deficit w hyperact""",8
"""52800""","""Stomatitis/mucositis NOS""",8
"""3379""","""Autonomic nerve dis NEC""",8
"""4822""","""H.influenzae pneumonia""",8
"""4552""","""Int hemrrhoid w comp NEC""",8
"""20400""","""Ac lym leuk wo achv rmsn""",8
"""E8809""","""Fall on stair/step NEC""",8
"""28411""","""Antin chemo indcd pancyt""",8
"""6084""","""Male gen inflam dis NEC""",8
"""72210""","""Lumbar disc displacement""",8
"""25063""","""DMI neuro uncntrld""",8
"""42989""","""Ill-defined hrt dis NEC""",8
"""44381""","""Angiopathy in other dis""",8
"""73342""","""Aseptic necrosis femur""",8
"""2189""","""Uterine leiomyoma NOS""",8
"""72633""","""Olecranon bursitis""",8
"""04101""","""Streptococcus group a""",8
"""5183""","""Pulmonary eosinophilia""",8
"""V1551""","""Hx traumatic fracture""",8
"""5961""","""Intestinovesical fistula""",8
"""04189""","""Oth specf bacteria""",8
"""2572""","""Testicular hypofunc NEC""",8
"""42490""","""Endocarditis NOS""",8
"""99813""","""Seroma complicting proc""",8
"""7948""","""Abn liver function study""",8
"""78079""","""Malaise and fatigue NEC""",8
"""V1002""","""Hx-oral/pharynx malg NEC""",8
"""71535""","""Loc osteoarth NOS-pelvis""",8
"""1625""","""Mal neo lower lobe lung""",8
"""20190""","""Hdgk dis unsp xtrndl org""",8
"""3371""","""Aut neuropthy in oth dis""",8
"""45385""","""Ac embl subclav veins""",8
"""37941""","""Anisocoria""",7
"""5538""","""Hernia NEC""",7
"""25053""","""DMI ophth uncntrld""",7
"""25052""","""DMII ophth uncntrld""",7
"""70706""","""Pressure ulcer, ankle""",7
"""V1584""","""Hx-contct/expos asbestos""",7
"""4556""","""Hemorrhoids NOS""",7
"""5168""","""Alveol pneumonopathy NEC""",7
"""42613""","""Av block-2nd degree NEC""",7
"""1129""","""Candidiasis site NOS""",7
"""1552""","""Malignant neo liver NOS""",7
"""35781""","""Chr inflam polyneuritis""",7
"""71947""","""Joint pain-ankle""",7
"""V552""","""Atten to ileostomy""",7
"""8052""","""Fx dorsal vertebra-close""",7
"""4580""","""Orthostatic hypotension""",7
"""00869""","""Other viral intes infec""",7
"""2535""","""Diabetes insipidus""",7
"""3599""","""Myopathy NOS""",7
"""3079""","""Special symptom NEC/NOS""",7
"""70711""","""Ulcer of thigh""",7
"""4423""","""Lower extremity aneurysm""",7
"""85221""","""Subdural hem w/o coma""",7
"""53783""","""Angio stm/dudn w hmrhg""",7
"""87342""","""Open wound of forehead""",7
"""53501""","""Acute gastritis w hmrhg""",7
"""2732""","""Paraproteinemia NEC""",7
"""V140""","""Hx-penicillin allergy""",7
"""42099""","""Acute pericarditis NEC""",7
"""5289""","""Oral soft tissue dis NEC""",7
"""72981""","""Swelling of limb""",7
"""3014""","""Obsessive-compulsive dis""",7
"""3003""","""Obsessive-compulsive dis""",7
"""30421""","""Cocaine depend-contin""",7
"""7211""","""Cerv spondyl w myelopath""",7
"""5739""","""Liver disorder NOS""",7
"""1830""","""Malign neopl ovary""",7
"""7866""","""Chest swelling/mass/lump""",7
"""56212""","""Dvrtclo colon w hmrhg""",7
"""71101""","""Pyogen arthritis-shlder""",7
"""53782""","""Angio stm/dudn w/o hmrhg""",7
"""78901""","""Abdmnal pain rt upr quad""",7
"""E9398""","""Adv eff psychotropic NEC""",7
"""5779""","""Pancreatic disease NOS""",7
"""52809""","""Stomatits & mucosits NEC""",7
"""5710""","""Alcoholic fatty liver""",7
"""5950""","""Acute cystitis""",7
"""1119""","""Dermatomycosis NOS""",7
"""71945""","""Joint pain-pelvis""",7
"""2839""","""Acq hemolytic anemia NOS""",7
"""6821""","""Cellulitis of neck""",7
"""75312""","""Polycystic kidney NOS""",7
"""1508""","""Mal neo esophagus NEC""",7
"""1749""","""Malign neopl breast NOS""",7
"""138""","""Late effect acute polio""",7
"""6960""","""Psoriatic arthropathy""",7
"""1889""","""Malig neo bladder NOS""",7
"""3510""","""Bell's palsy""",7
"""V8542""","""BMI 45.0-49.9, adult""",7
"""V1749""","""Fam hx-cardiovas dis NEC""",7
"""9348""","""FB trach/bronch/lung NEC""",7
"""1975""","""Sec malig neo lg bowel""",7
"""30590""","""Drug abuse NEC-unspec""",7
"""4230""","""Hemopericardium""",7
"""72887""","""Muscle weakness-general""",7
"""71103""","""Pyogen arthritis-forearm""",7
"""E9379""","""Adv eff sedat/hypnot NOS""",7
"""9654""","""Pois-arom analgesics NEC""",7
"""41001""","""AMI anterolateral, init""",7
"""28319""","""Oth nonauto hem anemia""",7
"""42611""","""Atriovent block-1st degr""",7
"""44101""","""Dsct of thoracic aorta""",7
"""1960""","""Mal neo lymph-head/neck""",7
"""47831""","""Vocal paral unilat part""",7
"""29562""","""Schizophr dis resid-chr""",7
"""V151""","""Hx-major cardiovasc surg""",7
"""28249""","""Thalassemia NEC""",7
"""E8785""","""Abn react-limb amputat""",6
"""5401""","""Abscess of appendix""",6
"""5881""","""Nephrogen diabetes insip""",6
"""6271""","""Postmenopausal bleeding""",6
"""25201""","""Primary hyperparathyroid""",6
"""2721""","""Pure hyperglyceridemia""",6
"""30563""","""Cocaine abuse-in remiss""",6
"""4401""","""Renal artery atheroscler""",6
"""25081""","""DMI oth nt st uncntrld""",6
"""57512""","""Acte & chr cholecystitis""",6
"""7830""","""Anorexia""",6
"""4660""","""Acute bronchitis""",6
"""V5811""","""Antineoplastic chemo enc""",6
"""53540""","""Oth spf gstrt w/o hmrhg""",6
"""78606""","""Tachypnea""",6
"""2825""","""Sickle-cell trait""",6
"""4841""","""Pneum w cytomeg incl dis""",6
"""5120""","""Spont tens pneumothorax""",6
"""4619""","""Acute sinusitis NOS""",6
"""V8543""","""BMI 50.0-59.9, adult""",6
"""4786""","""Edema of larynx""",6
"""56200""","""Dvrtclo sml int w/o hmrg""",6
"""57490""","""Gall&bil cal w/o cho w/o""",6
"""56738""","""Retroperiton abscess NEC""",6
"""9070""","""Lt eff intracranial inj""",6
"""V5419""","""Aftrce traum fx bone NEC""",6
"""27788""","""Tumor lysis syndrome""",6
"""7868""","""Hiccough""",6
"""53541""","""Oth spf gastrt w hmrhg""",6
"""V1209""","""Prsnl hst oth nfct parst""",6
"""44031""","""Ath ext autologs bps gft""",6
"""3594""","""Toxic myopathy""",6
"""5963""","""Diverticulum of bladder""",6
"""1103""","""Dermatophytosis of groin""",6
"""05319""","""H zoster nerv syst NEC""",6
"""7197""","""Difficulty in walking""",6
"""72190""","""Spondylos NOS w/o myelop""",6
"""30001""","""Panic dis w/o agorphobia""",6
"""8054""","""Fx lumbar vertebra-close""",6
"""30924""","""Adjustment dis w anxiety""",6
"""86121""","""Lung contusion-closed""",6
"""30551""","""Opioid abuse-continuous""",6
"""5181""","""Interstitial emphysema""",6
"""2409""","""Goiter NOS""",6
"""35800""","""Mysthna grvs w/o ac exac""",6
"""78729""","""Dysphagia NEC""",6
"""7101""","""Systemic sclerosis""",6
"""20502""","""Act myel leuk in relapse""",6
"""04184""","""Other anaerobes""",6
"""3203""","""Staphylococc meningitis""",6
"""3363""","""Myelopathy in oth dis""",6
"""99851""","""Infected postop seroma""",6
"""4476""","""Arteritis NOS""",6
"""2967""","""Bipolor I current NOS""",6
"""1533""","""Mal neo sigmoid colon""",6
"""57142""","""Autoimmune hepatitis""",6
"""29650""","""Bipol I cur depres NOS""",6
"""48230""","""Streptococcal pneumn NOS""",6
"""25043""","""DMI renal uncntrld""",6
"""2900""","""Senile dementia uncomp""",6
"""4464""","""Wegener's granulomatosis""",6
"""73025""","""Osteomyelitis NOS-pelvis""",6
"""53082""","""Esophageal hemorrhage""",6
"""0090""","""Infectious enteritis NOS""",6
"""3202""","""Streptococcal meningitis""",6
"""53561""","""Duodenitis w hmrhg""",6
"""60784""","""Impotence, organic orign""",6
"""3968""","""Mitr/aortic mult involv""",6
"""53641""","""Gastrostomy infection""",6
"""V1552""","""Hx traumatc brain injury""",6
"""E8784""","""Abn react-plast surg NEC""",6
"""5374""","""Gastric/duodenal fistula""",6
"""29041""","""Vasc dementia w delirium""",6
"""04102""","""Streptococcus group b""",6
"""4142""","""Chr tot occlus cor artry""",6
"""25011""","""DMI keto nt st uncntrld""",6
"""27739""","""Amyloidosis NEC""",6
"""4169""","""Chr pulmon heart dis NOS""",6
"""27803""","""Obesity hypovent synd""",6
"""E9317""","""Adv eff antiviral drugs""",6
"""73005""","""Ac osteomyelitis-pelvis""",6
"""8600""","""Traum pneumothorax-close""",6
"""2713""","""Disaccharidase def/malab""",6
"""1510""","""Mal neo stomach cardia""",6
"""605""","""Redun prepuce & phimosis""",6
"""7209""","""Inflam spondylopathy NOS""",6
"""E9310""","""Adv eff sulfonamides""",6
"""1963""","""Mal neo lymph-axilla/arm""",6
"""43813""","""Late eff CV-dysarthria""",6
"""485""","""Bronchopneumonia org NOS""",6
"""1971""","""Sec mal neo mediastinum""",6
"""V1021""","""Hx-laryngeal malignancy""",6
"""3240""","""Intracranial abscess""",6
"""0312""","""DMAC bacteremia""",6
"""30392""","""Alcoh dep NEC/NOS-episod""",6
"""V600""","""Lack of housing""",6
"""78650""","""Chest pain NOS""",6
"""59972""","""Microscopic hematuria""",6
"""4465""","""Giant cell arteritis""",5
"""2441""","""Postablat hypothyr NEC""",5
"""80709""","""Fx mult ribs NOS-closed""",5
"""7812""","""Abnormality of gait""",5
"""5988""","""Urethral stricture NEC""",5
"""25200""","""Hyperparathyroidism NOS""",5
"""1560""","""Malig neo gallbladder""",5
"""3576""","""Neuropathy due to drugs""",5
"""3239""","""Encephalitis NOS""",5
"""2252""","""Ben neo cerebr meninges""",5
"""78451""","""Dysarthria""",5
"""2774""","""Dis bilirubin excretion""",5
"""42983""","""Takotsubo syndrome""",5
"""4578""","""Noninfect lymph dis NEC""",5
"""2631""","""Malnutrition mild degree""",5
"""6828""","""Cellulitis, site NEC""",5
"""59582""","""Irradiation cystitis""",5
"""4255""","""Alcoholic cardiomyopathy""",5
"""78909""","""Abdmnal pain oth spcf st""",5
"""E9359""","""Adv eff analgesic NOS""",5
"""V4576""","""Acq absence of lung""",5
"""2638""","""Protein-cal malnutr NEC""",5
"""6989""","""Pruritic disorder NOS""",5
"""78907""","""Abdmnal pain generalized""",5
"""V554""","""Atten to enterostomy NEC""",5
"""45351""","""Ch DVT/embl prox low ext""",5
"""V1072""","""Hx-hodgkin's disease""",5
"""V4984""","""Bed confinement status""",5
"""E887""","""Fracture, cause NOS""",5
"""99830""","""Wound disruption NOS""",5
"""43822""","""Late ef-hemiplga non-dom""",5
"""V4971""","""Status amput great toe""",5
"""53510""","""Atrph gastrtis w/o hmrhg""",5
"""2555""","""Adrenal hypofunction NEC""",5
"""7820""","""Skin sensation disturb""",5
"""V556""","""Atten to urinostomy NEC""",5
"""34550""","""Part epil w/o intr epil""",5
"""4408""","""Atherosclerosis NEC""",5
"""79311""","""Solitary pulmonry nodule""",5
"""5941""","""Bladder calculus NEC""",5
"""V1004""","""Hx of gastric malignancy""",5
"""73679""","""Acq ankle-foot def NEC""",5
"""57481""","""Gal&bil cal w/ac&ch w ob""",5
"""9992""","""Vasc comp med care NEC""",5
"""5754""","""Perforation gallbladder""",5
"""30561""","""Cocaine abuse-continuous""",5
"""V1044""","""Hx-female genit malg NEC""",5
"""6111""","""Hypertrophy of breast""",5
"""6143""","""Acute parametritis""",5
"""71109""","""Pyogen arthritis-mult""",5
"""4555""","""Ext hemrrhoid w comp NEC""",5
"""72271""","""Cerv disc dis w myelopat""",5
"""8024""","""Fx malar/maxillary-close""",5
"""E9363""","""Adv eff antconvl NEC/NOS""",5
"""99802""","""Postop shock, septic""",5
"""V1351""","""Hx pathological fracture""",5
"""27906""","""Common variabl immunodef""",5
"""0400""","""Gas gangrene""",5
"""9694""","""Pois-benzodiazepine tran""",5
"""V161""","""Fm hx-trach/bronchog mal""",5
"""325""","""Phlebitis intrcran sinus""",5
"""3330""","""Degen basal ganglia NEC""",5
"""5111""","""Bact pleur/effus not TB""",5
"""71105""","""Pyogen arthritis-pelvis""",5
"""79094""","""Euthyroid sick syndrome""",5
"""47829""","""Disease of pharynx NEC""",5
"""57471""","""Gall&bil cal w/oth w obs""",5
"""4380""","""Late ef CV dis-cognf def""",5
"""7310""","""Osteitis deformans NOS""",5
"""2411""","""Nontox multinodul goiter""",5
"""3501""","""Trigeminal neuralgia""",5
"""74190""","""Spina bifida""",5
"""04110""","""Staphylococcus unspcfied""",5
"""53089""","""Other dsrders esophagus""",5
"""27951""","""Ac graft-versus-host dis""",5
"""E9319""","""Adv eff antinfct NEC/NOS""",5
"""5178""","""Lung involv in oth dis""",5
"""2810""","""Pernicious anemia""",5
"""4871""","""Flu w resp manifest NEC""",5
"""99668""","""React-periton dialy cath""",5
"""44629""","""Hypersensit angiitis NEC""",5
"""25072""","""DMII circ uncntrld""",5
"""5272""","""Sialoadenitis""",5
"""30520""","""Cannabis abuse-unspec""",5
"""99989""","""Transfusion reaction NEC""",5
"""20501""","""Act myl leuk w rmsion""",5
"""20288""","""Lymphomas NEC mult""",5
"""40291""","""Hyp ht dis NOS w ht fail""",5
"""29411""","""Dementia w behavior dist""",5
"""43812""","""Late eff CV dis-dysphsia""",5
"""59960""","""Urinary obstruction NOS""",5
"""5192""","""Mediastinitis""",5
"""1562""","""Mal neo ampulla of vater""",5
"""7234""","""Brachial neuritis NOS""",5
"""E9383""","""Adv eff intraven anesth""",5
"""1622""","""Malig neo main bronchus""",5
"""E9301""","""Adv eff antifung antbiot""",5
"""73026""","""Osteomyelitis NOS-l/leg""",5
"""78702""","""Nausea alone""",5
"""73016""","""Chr osteomyelit-l/leg""",5
"""57461""","""Gall&bil cal w/ac w obs""",5
"""4471""","""Stricture of artery""",5
"""9916""","""Hypothermia""",5
"""5734""","""Hepatic infarction""",5
"""1968""","""Mal neo lymph node-mult""",5
"""5935""","""Hydroureter""",5
"""V4585""","""Insulin pump status""",4
"""52100""","""Dental caries NOS""",4
"""29689""","""Bipolar disorder NEC""",4
"""5964""","""Atony of bladder""",4
"""73319""","""Path fx oth specif site""",4
"""34501""","""Gen nonconv ep w intr ep""",4
"""78652""","""Painful respiration""",4
"""1175""","""Cryptococcosis""",4
"""3181""","""Sev intellect disability""",4
"""7051""","""Prickly heat""",4
"""1539""","""Malignant neo colon NOS""",4
"""3898""","""Hearing loss NEC""",4
"""7827""","""Spontaneous ecchymoses""",4
"""V141""","""Hx-antibiot allergy NEC""",4
"""60889""","""Male genital dis NEC""",4
"""4801""","""Resp syncyt viral pneum""",4
"""85200""","""Traum subarachnoid hem""",4
"""V1261""","""Prsnl hx recur pneumonia""",4
"""38611""","""Benign parxysmal vertigo""",4
"""920""","""Contusion face/scalp/nck""",4
"""71696""","""Arthropathy NOS-l/leg""",4
"""20210""","""Mycs fng unsp xtrndl org""",4
"""6258""","""Fem genital symptoms NEC""",4
"""32382""","""Myelitis cause NEC""",4
"""48281""","""Pneumonia anaerobes""",4
"""V148""","""Hx-drug allergy NEC""",4
"""78821""","""Incmplet bldder emptying""",4
"""6146""","""Fem pelvic periton adhes""",4
"""64781""","""Infect dis NEC-delivered""",4
"""5799""","""Intest malabsorption NOS""",4
"""28951""","""Chr congest splenomegaly""",4
"""56781""","""Choleperitonitis""",4
"""V4361""","""Joint replaced shoulder""",4
"""25003""","""DMI wo cmp uncntrld""",4
"""56489""","""Funct dis intestine NEC""",4
"""56961""","""Colosty/enterost infectn""",4
"""47875""","""Laryngeal spasm""",4
"""6959""","""Erythematous cond NOS""",4
"""27950""","""Graft-versus-host NOS""",4
"""8730""","""Open wound of scalp""",4
"""53011""","""Reflux esophagitis""",4
"""1579""","""Malig neo pancreas NOS""",4
"""60789""","""Disorder of penis NEC""",4
"""2690""","""Deficiency of vitamin k""",4
"""4389""","""Late effect CV dis NOS""",4
"""72610""","""Rotator cuff synd NOS""",4
"""57431""","""Choledochlith/ac gb-obst""",4
"""2390""","""Digestive neoplasm NOS""",4
"""1538""","""Malignant neo colon NEC""",4
"""7200""","""Ankylosing spondylitis""",4
"""V5413""","""Aftrcre traumatic fx hip""",4
"""3568""","""Idio periph neurpthy NEC""",4
"""4010""","""Malignant hypertension""",4
"""3540""","""Carpal tunnel syndrome""",4
"""0091""","""Enteritis of infect orig""",4
"""25092""","""DMII unspf uncntrld""",4
"""7280""","""Infective myositis""",4
"""E8794""","""Abn react-fluid aspirat""",4
"""34580""","""Epilep NEC w/o intr epil""",4
"""99676""","""Comp-genitourin dev/grft""",4
"""23876""","""Myelofi w myelo metaplas""",4
"""E9298""","""Late eff accident NEC""",4
"""5400""","""Ac append w peritonitis""",4
"""V6284""","""Suicidal ideation""",4
"""1912""","""Mal neo temporal lobe""",4
"""37430""","""Ptosis of eyelid NOS""",4
"""61172""","""Lump or mass in breast""",4
"""48240""","""Staphylococcal pneu NOS""",4
"""34889""","""Brain conditions NEC""",4
"""4371""","""Ac cerebrovasc insuf NOS""",4
"""1982""","""Secondary malig neo skin""",4
"""5819""","""Nephrotic syndrome NOS""",4
"""45989""","""Circulatory disease NEC""",4
"""44021""","""Ath ext ntv at w claudct""",4
"""3331""","""Tremor NEC""",4
"""E9315""","""Adv eff antprotazoal NEC""",4
"""5650""","""Anal fissure""",4
"""49122""","""Obs chr bronc w ac bronc""",4
"""57401""","""Cholelith/ac gb inf-obst""",4
"""49120""","""Obst chr bronc w/o exac""",4
"""V632""","""Wait adm to oth facility""",4
"""V4561""","""Cataract extract status""",4
"""4920""","""Emphysematous bleb""",4
"""4808""","""Viral pneumonia NEC""",4
"""85201""","""Subarachnoid hem-no coma""",4
"""42841""","""Ac syst/diastol hrt fail""",4
"""72291""","""Disc dis NEC/NOS-cerv""",4
"""41081""","""AMI NEC, initial""",4
"""5258""","""Dental disorder NEC""",4
"""57441""","""Choledochlith/gb NEC-obs""",4
"""80704""","""Fracture four ribs-close""",4
"""2733""","""Macroglobulinemia""",4
"""4838""","""Pneumon oth spec orgnsm""",4
"""72252""","""Lumb/lumbosac disc degen""",4
"""0310""","""Pulmonary mycobacteria""",4
"""5848""","""Acute kidney failure NEC""",4
"""37239""","""Conjunctivitis NEC""",4
"""3201""","""Pneumococcal meningitis""",4
"""28989""","""Blood diseases NEC""",4
"""E9361""","""Adv eff hydantoin deriv""",4
"""2511""","""Oth spcf hypoglycemia""",4
