ICD9_CODE,SHORT_TITLE,Count
"""1628""","""Mal neo bronch/lung NEC""",5
"""5579""","""Vasc insuff intest NOS""",5
"""53782""","""Angio stm/dudn w/o hmrhg""",5
"""E8708""","""Acc cut in med care NEC""",5
"""60883""","""Male gen vascul dis NEC""",5
"""1991""","""Malignant neoplasm NOS""",5
"""56881""","""Hemoperitoneum""",5
"""V160""","""Family hx-gi malignancy""",5
"""71107""","""Pyogen arthritis-ankle""",5
"""7892""","""Splenomegaly""",5
"""7580""","""Down's syndrome""",5
"""25053""","""DMI ophth uncntrld""",5
"""4169""","""Chr pulmon heart dis NOS""",5
"""V1279""","""Prsnl hst ot spf dgst ds""",5
"""2252""","""Ben neo cerebr meninges""",5
"""78659""","""Chest pain NEC""",5
"""56889""","""Peritoneal disorder NEC""",5
"""5641""","""Irritable bowel syndrome""",5
"""8054""","""Fx lumbar vertebra-close""",5
"""55321""","""Incisional hernia""",5
"""3559""","""Mononeuritis NOS""",5
"""4422""","""Iliac artery aneurysm""",5
"""78097""","""Altered mental status""",5
"""9992""","""Vasc comp med care NEC""",5
"""0382""","""Pneumococcal septicemia""",5
"""56989""","""Intestinal disorders NEC""",5
"""30400""","""Opioid dependence-unspec""",4
"""41512""","""Septic pulmonary embolsm""",4
"""68110""","""Cellulitis, toe NOS""",4
"""71535""","""Loc osteoarth NOS-pelvis""",4
"""566""","""Anal & rectal abscess""",4
"""71906""","""Joint effusion-l/leg""",4
"""53551""","""Gstr/ddnts NOS w hmrhg""",4
"""78722""","""Dysphagia, oropharyngeal""",4
"""9916""","""Hypothermia""",4
"""78609""","""Respiratory abnorm NEC""",4
"""60886""","""Edema, male genital orgn""",4
"""6084""","""Male gen inflam dis NEC""",4
"""V151""","""Hx-major cardiovasc surg""",4
"""V4571""","""Acq absnce breast/nipple""",4
"""7211""","""Cerv spondyl w myelopath""",4
"""3899""","""Hearing loss NOS""",4
"""481""","""Pneumococcal pneumonia""",4
"""25092""","""DMII unspf uncntrld""",4
"""2920""","""Drug withdrawal""",4
"""73007""","""Ac osteomyelitis-ankle""",4
"""58281""","""Chr nephritis in oth dis""",4
"""0785""","""Cytomegaloviral disease""",4
"""70710""","""Ulcer of lower limb NOS""",4
"""27401""","""Acute gouty arthropathy""",4
"""57441""","""Choledochlith/gb NEC-obs""",4
"""V1003""","""Hx-esophageal malignancy""",4
"""4571""","""Other lymphedema""",4
"""56789""","""Peritonitis NEC""",4
"""4139""","""Angina pectoris NEC/NOS""",4
"""53649""","""Gastrostomy comp NEC""",4
"""4590""","""Hemorrhage NOS""",4
"""69589""","""Erythematous cond NEC""",4
"""7200""","""Ankylosing spondylitis""",4
"""4260""","""Atriovent block complete""",4
"""6820""","""Cellulitis of face""",4
"""99672""","""Comp-oth cardiac device""",4
"""29690""","""Episodic mood disord NOS""",4
"""7948""","""Abn liver function study""",4
"""4870""","""Influenza with pneumonia""",4
"""7098""","""Skin disorders NEC""",4
"""3962""","""Mitral insuf/aort stenos""",4
"""39891""","""Rheumatic heart failure""",4
"""61610""","""Vaginitis NOS""",4
"""5798""","""Intest malabsorption NEC""",4
"""1974""","""Sec malig neo sm bowel""",4
"""4659""","""Acute uri NOS""",4
"""34400""","""Quadriplegia, unspecifd""",4
"""56962""","""Colosty/enter comp-mech""",4
"""1121""","""Candidal vulvovaginitis""",4
"""9972""","""Surg comp-peri vasc syst""",4
"""1508""","""Mal neo esophagus NEC""",4
"""28803""","""Drug induced neutropenia""",4
"""E9293""","""Late eff accidental fall""",4
"""07044""","""Chrnc hpt C w hepat Coma""",4
"""2532""","""Panhypopituitarism""",4
"""37230""","""Conjunctivitis NOS""",4
"""58881""","""Sec hyperparathyrd-renal""",4
"""34580""","""Epilep NEC w/o intr epil""",4
"""3558""","""Mononeuritis leg NOS""",4
"""V452""","""Ventricular shunt status""",4
"""7313""","""Major osseous defects""",4
"""5566""","""Univrsl ulcertve colitis""",4
"""79579""","""Oth unspcf nspf imun fnd""",4
"""5790""","""Celiac disease""",4
"""9950""","""Other anaphylactic react""",4
"""53082""","""Esophageal hemorrhage""",4
"""52801""","""Mucosits d/t antineo rx""",4
"""44381""","""Angiopathy in other dis""",4
"""5839""","""Nephritis NOS""",4
"""262""","""Oth severe malnutrition""",4
"""E9394""","""Adv eff benzodiaz tranq""",4
"""42490""","""Endocarditis NOS""",4
"""25082""","""DMII oth uncntrld""",4
"""45184""","""Phlbts vn NOS up extrm""",4
"""43330""","""Ocl mlt bi art wo infrct""",4
"""2858""","""Anemia NEC""",4
"""5848""","""Acute kidney failure NEC""",4
"""5764""","""Fistula of bile duct""",4
"""45383""","""Ac emblsm up ext NOS""",4
"""42989""","""Ill-defined hrt dis NEC""",4
"""4471""","""Stricture of artery""",4
"""30562""","""Cocaine abuse-episodic""",4
"""4263""","""Left bb block NEC""",4
"""V140""","""Hx-penicillin allergy""",4
"""4822""","""H.influenzae pneumonia""",4
"""56949""","""Rectal & anal dis NEC""",4
"""56200""","""Dvrtclo sml int w/o hmrg""",4
"""V173""","""Fam hx-ischem heart dis""",4
"""2939""","""Transient mental dis NOS""",4
"""7854""","""Gangrene""",4
"""40301""","""Mal hyp kid w cr kid V""",4
"""4846""","""Pneum in aspergillosis""",4
"""28959""","""Spleen disease NEC""",4
"""59381""","""Renal vascular disorder""",4
"""E8121""","""Mv collision NOS-pasngr""",4
"""56781""","""Choleperitonitis""",4
"""11284""","""Candidal esophagitis""",4
"""45385""","""Ac embl subclav veins""",4
"""78194""","""Facial weakness""",4
"""43883""","""Facial weakness""",4
"""78065""","""Hypothrm-wo low env tmp""",4
"""7810""","""Abn involun movement NEC""",4
"""59971""","""Gross hematuria""",4
"""V6284""","""Suicidal ideation""",4
"""2967""","""Bipolor I current NOS""",4
"""E8799""","""Abn react-procedure NOS""",4
"""3453""","""Grand mal status""",4
"""V1085""","""Hx of brain malignancy""",4
"""41072""","""Subendo infarct, subseq""",4
"""V4972""","""Status amput othr toe(s)""",4
"""4552""","""Int hemrrhoid w comp NEC""",4
"""48282""","""Pneumonia e coli""",4
"""53541""","""Oth spf gastrt w hmrhg""",4
"""86804""","""Retroperitoneum inj-cl""",4
"""V4561""","""Cataract extract status""",4
"""2910""","""Delirium tremens""",4
"""3576""","""Neuropathy due to drugs""",4
"""4739""","""Chronic sinusitis NOS""",4
"""29620""","""Depress psychosis-unspec""",4
"""30001""","""Panic dis w/o agorphobia""",4
"""V0259""","""Bacteria dis carrier NEC""",4
"""4329""","""Intracranial hemorr NOS""",3
"""52800""","""Stomatitis/mucositis NOS""",3
"""6828""","""Cellulitis, site NEC""",3
"""7230""","""Cervical spinal stenosis""",3
"""7921""","""Abn find-stool contents""",3
"""E9390""","""Adv eff antidepressants""",3
"""07999""","""Viral infection NOS""",3
"""4160""","""Prim pulm hypertension""",3
"""5523""","""Diaphragm hernia w obstr""",3
"""5192""","""Mediastinitis""",3
"""V551""","""Atten to gastrostomy""",3
"""99639""","""Malfunc gu dev/graft NEC""",3
"""73342""","""Aseptic necrosis femur""",3
"""2732""","""Paraproteinemia NEC""",3
"""3239""","""Encephalitis NOS""",3
"""5902""","""Renal/perirenal abscess""",3
"""6140""","""Ac salpingo-oophoritis""",3
"""5374""","""Gastric/duodenal fistula""",3
"""57149""","""Chronic hepatitis NEC""",3
"""25071""","""DMI circ nt st uncntrld""",3
"""70725""","""Pressure ulcer,unstagebl""",3
"""V1007""","""Hx of liver malignancy""",3
"""78702""","""Nausea alone""",3
"""4553""","""Ext hemorrhoid w/o compl""",3
"""73015""","""Chr osteomyelit-pelvis""",3
"""5713""","""Alcohol liver damage NOS""",3
"""45620""","""Bleed esoph var oth dis""",3
"""5379""","""Gastroduodenal dis NOS""",3
"""3510""","""Bell's palsy""",3
"""72992""","""Nontrauma hema soft tiss""",3
"""E8704""","""Acc cut/hem w scope exam""",3
"""25072""","""DMII circ uncntrld""",3
"""1579""","""Malig neo pancreas NOS""",3
"""V643""","""No proc for reasons NEC""",3
"""73730""","""Idiopathic scoliosis""",3
"""47824""","""Retropharyngeal abscess""",3
"""04186""","""Helicobacter pylori""",3
"""56481""","""Neurogenic bowel""",3
"""5100""","""Empyema with fistula""",3
"""53240""","""Chr duoden ulcer w hem""",3
"""59389""","""Renal & ureteral dis NEC""",3
"""7596""","""Hamartoses NEC""",3
"""3540""","""Carpal tunnel syndrome""",3
"""9961""","""Malfunc vasc device/graf""",3
"""E9315""","""Adv eff antprotazoal NEC""",3
"""56738""","""Retroperiton abscess NEC""",3
"""1748""","""Malign neopl breast NEC""",3
"""V0991""","""Infc mcrg drgrst mult""",3
"""79093""","""Elvtd prstate spcf antgn""",3
"""70706""","""Pressure ulcer, ankle""",3
"""2810""","""Pernicious anemia""",3
"""57430""","""Choledocholith/ac gb inf""",3
"""2384""","""Polycythemia vera""",3
"""45375""","""Ch emblsm subclav veins""",3
"""5373""","""Duodenal obstruction NEC""",3
"""7213""","""Lumbosacral spondylosis""",3
"""29041""","""Vasc dementia w delirium""",3
"""6989""","""Pruritic disorder NOS""",3
"""V1209""","""Prsnl hst oth nfct parst""",3
"""45386""","""Ac embl internl jug vein""",3
"""V8543""","""BMI 50.0-59.9, adult""",3
"""30421""","""Cocaine depend-contin""",3
"""V642""","""No proc/patient decision""",3
"""V1271""","""Prsnl hst peptic ulcr ds""",3
"""5370""","""Acq pyloric stenosis""",3
"""86803""","""Peritoneum injury-closed""",3
"""7963""","""Low blood press reading""",3
"""29650""","""Bipol I cur depres NOS""",3
"""1560""","""Malig neo gallbladder""",3
"""920""","""Contusion face/scalp/nck""",3
"""99649""","""Mech com orth dev NEC""",3
"""20020""","""Brkt tmr unsp xtrndl org""",3
"""78451""","""Dysarthria""",3
"""E9500""","""Poison-analgesics""",3
"""49392""","""Asthma NOS w (ac) exac""",3
"""E9420""","""Adv eff card rhyth regul""",3
"""V1541""","""Hx of physical abuse""",3
"""V463""","""Wheelchair dependence""",3
"""769""","""Respiratory distress syn""",3
"""70719""","""Ulcer oth part low limb""",3
"""4871""","""Flu w resp manifest NEC""",3
"""37741""","""Ischemic optic neuropthy""",3
"""20080""","""Oth varn unsp xtrndl org""",3
"""4255""","""Alcoholic cardiomyopathy""",3
"""45821""","""Hemododialysis hypotensn""",3
"""5935""","""Hydroureter""",3
"""59960""","""Urinary obstruction NOS""",3
"""58089""","""Acute nephritis NEC""",3
"""2189""","""Uterine leiomyoma NOS""",3
"""78099""","""Other general symptoms""",3
"""4476""","""Arteritis NOS""",3
"""1830""","""Malign neopl ovary""",3
"""7102""","""Sicca syndrome""",3
"""1969""","""Mal neo lymph node NOS""",3
"""53140""","""Chr stomach ulc w hem""",3
"""55320""","""Ventral hernia NOS""",3
"""36250""","""Macular degeneration NOS""",3
"""55090""","""Unilat inguinal hernia""",3
"""2112""","""Benign neoplasm sm bowel""",3
"""3484""","""Compression of brain""",3
"""5168""","""Alveol pneumonopathy NEC""",3
"""42983""","""Takotsubo syndrome""",3
"""E8495""","""Accid on street/highway""",3
"""60091""","""BPH NOS w ur obs/LUTS""",3
"""2949""","""Mental disor NOS oth dis""",3
"""3439""","""Cerebral palsy NOS""",3
"""59972""","""Microscopic hematuria""",3
"""4441""","""Thoracic aortic embolism""",3
"""V4282""","""Trspl sts-perip stm cell""",3
"""5178""","""Lung involv in oth dis""",3
"""41511""","""Iatrogen pulm emb/infarc""",3
"""5225""","""Periapical abscess""",3
"""4536""","""Embl suprfcl ves low ext""",3
"""4238""","""Pericardial disease NEC""",3
"""7135""","""Arthropathy w nerve dis""",3
"""56941""","""Rectal & anal ulcer""",3
"""V4984""","""Bed confinement status""",3
"""2769""","""Electrolyt/fluid dis NEC""",3
"""2900""","""Senile dementia uncomp""",3
"""73314""","""Path fx neck of femur""",3
"""04189""","""Oth specf bacteria""",3
"""73382""","""Nonunion of fracture""",3
"""20510""","""Ch myl leuk wo achv rmsn""",3
"""07071""","""Hpt C w hepatic coma NOS""",3
"""1987""","""Second malig neo adrenal""",3
"""2631""","""Malnutrition mild degree""",3
"""64783""","""Infect dis NEC-antepart""",3
"""5852""","""Chro kidney dis stage II""",3
"""1975""","""Sec malig neo lg bowel""",3
"""78760""","""Full incontinence-feces""",3
"""51181""","""Malignant pleural effusn""",3
"""8052""","""Fx dorsal vertebra-close""",3
"""72402""","""Spin sten,lumbr wo claud""",3
"""79431""","""Abnorm electrocardiogram""",3
"""99665""","""React-oth genitourin dev""",3
"""71536""","""Loc osteoarth NOS-l/leg""",3
"""V163""","""Family hx-breast malig""",3
"""V1584""","""Hx-contct/expos asbestos""",3
"""28804""","""Neutropenia d/t infectn""",3
"""7101""","""Systemic sclerosis""",3
"""3575""","""Alcoholic polyneuropathy""",3
"""4401""","""Renal artery atheroscler""",3
"""7812""","""Abnormality of gait""",3
"""4532""","""Oth inf vena cava thromb""",3
"""71596""","""Osteoarthros NOS-l/leg""",3
"""78321""","""Abnormal loss of weight""",3
"""7842""","""Swelling in head & neck""",3
"""9349""","""FB respiratory tree NOS""",3
"""30591""","""Drug abuse NEC-contin""",3
"""53561""","""Duodenitis w hmrhg""",3
"""53020""","""Ulc esophagus w/o bleed""",3
"""V553""","""Atten to colostomy""",3
"""53200""","""Ac duodenal ulcer w hem""",3
"""45350""","""Ch DVT/embl low ext NOS""",3
"""72293""","""Disc dis NEC/NOS-lumbar""",3
"""05319""","""H zoster nerv syst NEC""",3
"""42611""","""Atriovent block-1st degr""",3
"""V552""","""Atten to ileostomy""",3
"""4570""","""Postmastect lymphedema""",3
"""3079""","""Special symptom NEC/NOS""",3
"""3570""","""Ac infect polyneuritis""",3
"""27803""","""Obesity hypovent synd""",3
"""70711""","""Ulcer of thigh""",3
"""4162""","""Chr pulmonary embolism""",3
"""60490""","""Orchitis/epididymit NOS""",3
"""6953""","""Rosacea""",3
"""V8541""","""BMI 40.0-44.9, adult""",3
"""1363""","""Pneumocystosis""",3
"""1541""","""Malignant neopl rectum""",2
"""44031""","""Ath ext autologs bps gft""",2
"""99676""","""Comp-genitourin dev/grft""",2
"""30403""","""Opioid dependence-remiss""",2
"""80702""","""Fracture two ribs-closed""",2
"""73025""","""Osteomyelitis NOS-pelvis""",2
"""2513""","""Postsurg hypoinsulinemia""",2
"""2903""","""Senile delirium""",2
"""326""","""Late eff cns abscess""",2
"""53021""","""Ulcer esophagus w bleed""",2
"""99590""","""SIRS, NOS""",2
"""4549""","""Asympt varicose veins""",2
"""3014""","""Obsessive-compulsive dis""",2
"""3003""","""Obsessive-compulsive dis""",2
"""7061""","""Acne NEC""",2
"""5739""","""Liver disorder NOS""",2
"""4560""","""Esophag varices w bleed""",2
"""72291""","""Disc dis NEC/NOS-cerv""",2
"""80703""","""Fracture three ribs-clos""",2
"""27900""","""Hypogammaglobulinem NOS""",2
"""44101""","""Dsct of thoracic aorta""",2
"""1622""","""Malig neo main bronchus""",2
"""E9401""","""Adv eff opiat antagonist""",2
"""34581""","""Epilepsy NEC w intr epil""",2
"""59969""","""Urinary obstruction NEC""",2
"""E8843""","""Fall from wheelchair""",2
"""3591""","""Hered prog musc dystrphy""",2
"""V168""","""Family hx-malignancy NEC""",2
"""28984""","""Heparin-indu thrombocyto""",2
"""44421""","""Upper extremity embolism""",2
"""45384""","""Ac emblsm axillary veins""",2
"""45377""","""Ch embl thorac vein NEC""",2
"""45371""","""Ch emblsm suprfcl up ext""",2
"""27906""","""Common variabl immunodef""",2
"""41041""","""AMI inferior wall, init""",2
"""22804""","""Hemangioma intra-abdom""",2
"""E9290""","""Late eff motor vehic acc""",2
"""5964""","""Atony of bladder""",2
"""V1072""","""Hx-hodgkin's disease""",2
"""V1089""","""Hx of malignancy NEC""",2
"""4293""","""Cardiomegaly""",2
"""138""","""Late effect acute polio""",2
"""48284""","""Legionnaires' disease""",2
"""5602""","""Volvulus of intestine""",2
"""9654""","""Pois-arom analgesics NEC""",2
"""34403""","""Quadrplg c5-c7, complete""",2
"""E9298""","""Late eff accident NEC""",2
"""47831""","""Vocal paral unilat part""",2
"""1398""","""Late eff infect dis NEC""",2
"""37200""","""Acute conjunctivitis NOS""",2
"""22809""","""Hemangioma NEC""",2
"""8300""","""Dislocation jaw-closed""",2
"""220""","""Benign neoplasm ovary""",2
"""78839""","""Oth urinry incontinence""",2
"""V1202""","""Prsnl hst poliomyelitis""",2
"""5111""","""Bact pleur/effus not TB""",2
"""28989""","""Blood diseases NEC""",2
"""24200""","""Tox dif goiter no crisis""",2
"""V4281""","""Trnspl status-bne marrow""",2
"""E9447""","""Adv eff uric acid metab""",2
"""3941""","""Rheumatic mitral insuff""",2
"""2443""","""Iatrogen hypothyroid NEC""",2
"""1104""","""Dermatophytosis of foot""",2
"""E9426""","""Adv eff antihyperten agt""",2
"""45989""","""Circulatory disease NEC""",2
"""57510""","""Cholecystitis NOS""",2
"""48249""","""Staph pneumonia NEC""",2
"""61172""","""Lump or mass in breast""",2
"""27788""","""Tumor lysis syndrome""",2
"""V1552""","""Hx traumatc brain injury""",2
"""85221""","""Subdural hem w/o coma""",2
"""71236""","""Chondrocalcin NOS-l/leg""",2
"""64823""","""Anemia-antepartum""",2
"""64813""","""Thyroid dysfunc-antepart""",2
"""6824""","""Cellulitis of hand""",2
"""80708""","""Fx eight/more rib-closed""",2
"""55092""","""Bilat inguinal hernia""",2
"""4660""","""Acute bronchitis""",2
"""07819""","""Oth specfd viral warts""",2
"""V4971""","""Status amput great toe""",2
"""41011""","""AMI anterior wall, init""",2
"""V5413""","""Aftrcre traumatic fx hip""",2
"""58889""","""Impair ren funct dis NEC""",2
"""V8542""","""BMI 45.0-49.9, adult""",2
"""47822""","""Parapharyngeal abscess""",2
"""7830""","""Anorexia""",2
"""2397""","""Endocrine/nerv neo NOS""",2
"""78729""","""Dysphagia NEC""",2
"""72885""","""Spasm of muscle""",2
"""43853""","""Lt ef oth parals-bilat""",2
"""2912""","""Alcohol persist dementia""",2
"""55221""","""Obstr incisional hernia""",2
"""75981""","""Prader-willi syndrome""",2
"""34511""","""Gen cnv epil w intr epil""",2
"""4786""","""Edema of larynx""",2
"""V4575""","""Acq absence of stomach""",2
"""5551""","""Reg enteritis, lg intest""",2
"""27503""","""Hemochromatosis NEC""",2
"""E9348""","""Adv eff blood agent NEC""",2
"""42090""","""Acute pericarditis NOS""",2
"""2890""","""Secondary polycythemia""",2
"""96501""","""Poisoning-heroin""",2
"""78652""","""Painful respiration""",2
"""7104""","""Polymyositis""",2
"""5183""","""Pulmonary eosinophilia""",2
"""05479""","""H simplex complicat NEC""",2
"""5959""","""Cystitis NOS""",2
"""V453""","""Intestinal bypass status""",2
"""8602""","""Traum hemothorax-closed""",2
"""8738""","""Open wound of head NEC""",2
"""2755""","""Hungry bone syndrome""",2
"""V1001""","""Hx of tongue malignancy""",2
"""53510""","""Atrph gastrtis w/o hmrhg""",2
"""20028""","""Burkitt's tumor mult""",2
"""99592""","""Severe sepsis""",2
"""52809""","""Stomatits & mucosits NEC""",2
"""7802""","""Syncope and collapse""",2
"""51189""","""Effusion NEC exc tb""",2
"""57401""","""Cholelith/ac gb inf-obst""",2
"""57491""","""Gall&bil cal w/o ch w ob""",2
"""73026""","""Osteomyelitis NOS-l/leg""",2
"""5779""","""Pancreatic disease NOS""",2
"""20278""","""Periph T cell lym multip""",2
"""60784""","""Impotence, organic orign""",2
"""04182""","""Bacteroides fragilis""",2
"""6988""","""Pruritic conditions NEC""",2
"""75989""","""Specfied cong anomal NEC""",2
"""7464""","""Cong aorta valv insuffic""",2
"""34680""","""Othr migrne wo ntrc mgrn""",2
"""7742""","""Neonat jaund preterm del""",2
"""29624""","""Depr psychos-sev w psych""",2
"""34889""","""Brain conditions NEC""",2
"""56039""","""Impaction intestine NEC""",2
"""3373""","""Autonomic dysreflexia""",2
"""V4962""","""Status amput oth fingers""",2
"""4802""","""Parinfluenza viral pneum""",2
"""3950""","""Rheumat aortic stenosis""",2
"""34550""","""Part epil w/o intr epil""",2
"""1534""","""Malignant neoplasm cecum""",2
"""72709""","""Synovitis NEC""",2
"""20040""","""Mantle cell lym xtrrndl""",2
"""2721""","""Pure hyperglyceridemia""",2
"""2894""","""Hypersplenism""",2
"""28249""","""Thalassemia NEC""",2
"""V4577""","""Acq absnce genital organ""",2
"""2870""","""Allergic purpura""",2
"""30928""","""Adjust dis w anxiety/dep""",2
"""35800""","""Mysthna grvs w/o ac exac""",2
"""6869""","""Local skin infection NOS""",2
"""64893""","""Oth curr cond-antepartum""",2
"""51851""","""Ac resp flr fol trma/srg""",2
"""7804""","""Dizziness and giddiness""",2
"""28983""","""Myelofibrosis""",2
"""1844""","""Malign neopl vulva NOS""",2
"""04082""","""Toxic shock syndrome""",2
"""3332""","""Myoclonus""",2
"""2143""","""Lipoma intra-abdominal""",2
"""42099""","""Acute pericarditis NEC""",2
"""7294""","""Fasciitis NOS""",2
"""96509""","""Poisoning-opiates NEC""",2
"""99631""","""Malfunc urethral cath""",2
"""1307""","""Toxoplasmosis site NEC""",2
"""48289""","""Pneumonia oth spcf bact""",2
"""0543""","""Herpetic encephalitis""",2
"""71230""","""Chondrocalcin NOS-unspec""",2
"""3371""","""Aut neuropthy in oth dis""",2
"""2839""","""Acq hemolytic anemia NOS""",2
"""86121""","""Lung contusion-closed""",2
"""35782""","""Crit illness neuropathy""",2
"""99799""","""Surg compl-body syst NEC""",2
"""E9319""","""Adv eff antinfct NEC/NOS""",2
"""36281""","""Retinal hemorrhage""",2
"""V180""","""Fam hx-diabetes mellitus""",2
"""4373""","""Nonrupt cerebral aneurym""",2
"""43490""","""Crbl art oc NOS wo infrc""",2
"""5272""","""Sialoadenitis""",2
"""25090""","""DMII unspf nt st uncntrl""",2
"""47875""","""Laryngeal spasm""",2
"""29689""","""Bipolar disorder NEC""",2
"""9070""","""Lt eff intracranial inj""",2
"""V5331""","""Ftng cardiac pacemaker""",2
"""99889""","""Oth spcf cmplc procd NEC""",2
"""1504""","""Mal neo middle 3rd esoph""",2
"""3099""","""Adjustment reaction NOS""",2
"""4379""","""Cerebrovasc disease NOS""",2
"""E9301""","""Adv eff antifung antbiot""",2
"""5078""","""Solid/liq pneumonit NEC""",2
"""1625""","""Mal neo lower lobe lung""",2
"""V5811""","""Antineoplastic chemo enc""",2
"""72889""","""Muscle/ligament dis NEC""",2
"""73005""","""Ac osteomyelitis-pelvis""",2
"""4460""","""Polyarteritis nodosa""",2
"""4464""","""Wegener's granulomatosis""",2
"""25081""","""DMI oth nt st uncntrld""",2
"""44021""","""Ath ext ntv at w claudct""",2
"""2537""","""Iatrogenic pituitary dis""",2
"""4380""","""Late ef CV dis-cognf def""",2
"""41412""","""Dissection cor artery""",2
"""6960""","""Psoriatic arthropathy""",2
"""99881""","""Emphysema rsult frm proc""",2
"""V556""","""Atten to urinostomy NEC""",2
"""57481""","""Gal&bil cal w/ac&ch w ob""",2
"""99668""","""React-periton dialy cath""",2
"""36900""","""Both eyes blind-who def""",2
"""7862""","""Cough""",2
"""6012""","""Abscess of prostate""",2
"""27952""","""Chronc graft-vs-host dis""",2
"""4779""","""Allergic rhinitis NOS""",2
"""73710""","""Kyphosis NOS""",2
"""V1551""","""Hx traumatic fracture""",2
"""80709""","""Fx mult ribs NOS-closed""",2
"""30183""","""Borderline personality""",2
"""V5862""","""Long-term use antibiotic""",2
"""53390""","""Peptic ulcer NOS""",2
"""25201""","""Primary hyperparathyroid""",2
"""42761""","""Atrial premature beats""",2
"""80126""","""Cl skul base fx-coma NOS""",2
"""80116""","""Cl skul base fx-coma NOS""",2
"""80136""","""Cl skul base fx-coma NOS""",2
"""7310""","""Osteitis deformans NOS""",2
"""33385""","""Subac dyskinesa d/t drug""",2
"""E9421""","""Adv eff cardiotonics""",2
"""25022""","""DMII hprosmlr uncontrold""",2
"""9584""","""Traumatic shock""",2
"""E966""","""Assault-cutting instr""",2
"""80701""","""Fracture one rib-closed""",2
"""V1253""","""Hx sudden cardiac arrest""",2
"""6010""","""Acute prostatitis""",2
"""51902""","""Tracheostomy - mech comp""",2
"""30503""","""Alcohol abuse-in remiss""",2
"""V1021""","""Hx-laryngeal malignancy""",2
"""04184""","""Other anaerobes""",2
"""8074""","""Flail chest""",2
"""80502""","""Fx c2 vertebra-closed""",2
"""95893""","""Trauma compart synd abd""",2
"""8072""","""Fracture of sternum-clos""",2
"""6191""","""Digest-genit fistul, fem""",2
"""49120""","""Obst chr bronc w/o exac""",2
"""2989""","""Psychosis NOS""",2
"""7873""","""Flatul/eructat/gas pain""",2
"""3229""","""Meningitis NOS""",2
"""E9358""","""Adv eff analgesics NEC""",2
"""6143""","""Acute parametritis""",2
"""6146""","""Fem pelvic periton adhes""",2
"""V1749""","""Fam hx-cardiovas dis NEC""",2
"""4539""","""Venous thrombosis NOS""",2
"""34540""","""Psymotr epil w/o int epi""",2
"""57471""","""Gall&bil cal w/oth w obs""",2
"""29623""","""Depress psychosis-severe""",2
"""5829""","""Chronic nephritis NOS""",2
"""73018""","""Chr osteomyelit NEC""",2
"""72271""","""Cerv disc dis w myelopat""",2
"""28412""","""Oth drg indcd pancytopna""",2
"""1980""","""Second malig neo kidney""",2
"""29562""","""Schizophr dis resid-chr""",2
"""E8789""","""Abn react-surg proc NOS""",2
"""4266""","""Other heart block""",2
"""E8844""","""Fall from bed""",2
"""8020""","""Nasal bone fx-closed""",2
"""4430""","""Raynaud's syndrome""",2
"""1982""","""Secondary malig neo skin""",2
"""53190""","""Stomach ulcer NOS""",2
"""71945""","""Joint pain-pelvis""",2
"""51909""","""Tracheostomy comp NEC""",2
"""E9504""","""Poison-drug/medicin NEC""",2
"""30300""","""Ac alcohol intox-unspec""",2
"""E9503""","""Poison-psychotropic agt""",2
"""25010""","""DMII keto nt st uncntrld""",2
"""24900""","""Sec DM wo cmp nt st uncn""",2
"""25011""","""DMI keto nt st uncntrld""",2
"""9054""","""Late effect leg fx""",2
"""9051""","""Late eff spine/trunk fx""",2
"""56984""","""Angio intes w/o hmrhg""",2
"""43819""","""Late ef-spch/lang df NEC""",2
"""E9359""","""Adv eff analgesic NOS""",2
"""72887""","""Muscle weakness-general""",2
"""99604""","""Mch cmp autm mplnt dfbrl""",2
"""V3001""","""Single lb in-hosp w cs""",2
"""56961""","""Colosty/enterost infectn""",2
"""3519""","""Facial nerve dis NOS""",1
"""3449""","""Paralysis NOS""",1
"""0090""","""Infectious enteritis NOS""",1
"""78062""","""Postprocedural fever""",1
"""7861""","""Stridor""",1
"""34404""","""Quadrplg c5-c7, incomplt""",1
"""2535""","""Diabetes insipidus""",1
"""0542""","""Herpetic gingivostomat""",1
"""25202""","""Sec hyprprthyrd nonrenal""",1
"""5199""","""Resp system disease NOS""",1
"""40501""","""Mal renovasc hypertens""",1
"""4417""","""Thracabd anurysm wo rupt""",1
"""6238""","""Noninflam dis vagina NEC""",1
"""0310""","""Pulmonary mycobacteria""",1
"""74100""","""Spin bif w hydroceph NOS""",1
"""3431""","""Congenital hemiplegia""",1
"""35981""","""Critical illness myopthy""",1
"""69282""","""Dermatitis oth radiation""",1
"""33183""","""Mild cognitive impairemt""",1
"""2181""","""Intramural leiomyoma""",1
"""5238""","""Periodontal disease NEC""",1
"""2860""","""Cong factor viii diord""",1
"""75317""","""Medullary sponge kidney""",1
"""3071""","""Anorexia nervosa""",1
"""75169""","""Biliary & liver anom NEC""",1
"""37300""","""Blepharitis NOS""",1
"""75162""","""Cong cystic liver dis""",1
"""59651""","""Hypertonicity of bladder""",1
"""45387""","""Ac embl thorac vein NEC""",1
"""71947""","""Joint pain-ankle""",1
"""V580""","""Radiotherapy encounter""",1
"""1272""","""Strongyloidiasis""",1
"""2356""","""Unc behav neo larynx""",1
"""E9452""","""Adv eff skelet musc relx""",1
"""38014""","""Malignant otitis externa""",1
"""24290""","""Thyrotox NOS no crisis""",1
